"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"4043","7","rating","canvas-keyboard-response","57","225751","0.0-11.0-0.23","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","221","57","113","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","58","226009","0.0-11.0-1.23","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","221","57","113","25","40","",""
"2948","3","rating","canvas-keyboard-response","59","228968","0.0-11.0-0.24","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","119","30","140","17","25","1",""
"null","null","clear_screen","canvas-keyboard-response","60","229225","0.0-11.0-1.24","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","119","30","140","17","25","",""
"3860","2","rating","canvas-keyboard-response","61","233095","0.0-11.0-0.25","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","33","57","30","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","62","233353","0.0-11.0-1.25","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","33","57","30","10","25","",""
"2583","4","rating","canvas-keyboard-response","63","235952","0.0-11.0-0.26","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","183","140","85","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","64","236209","0.0-11.0-1.26","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","183","140","85","17","25","",""
"5442","3","rating","canvas-keyboard-response","65","241662","0.0-11.0-0.27","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","209","30","140","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","66","241921","0.0-11.0-1.27","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","209","30","140","25","40","",""
"1580","9","rating","canvas-keyboard-response","67","243510","0.0-11.0-0.28","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","185","140","140","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","68","243769","0.0-11.0-1.28","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","185","140","140","17","25","",""
"1885","7","rating","canvas-keyboard-response","69","245663","0.0-11.0-0.29","102","2022-3-11","14:0:8","1","20","[""Asian""]","No","Female","1109294","","","","","","","","274","85","140","33","33","1",""
