"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"2260","2","rating","canvas-keyboard-response","67","3306845","0.0-11.0-0.28","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","251","140","30","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","68","3307104","0.0-11.0-1.28","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","251","140","30","25","40","",""
"3156","5","rating","canvas-keyboard-response","69","3310269","0.0-11.0-0.29","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","56","85","57","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","70","3310528","0.0-11.0-1.29","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","56","85","57","10","25","",""
"2953","6","rating","canvas-keyboard-response","71","3313494","0.0-11.0-0.30","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","257","30","85","33","33","0",""
"null","null","clear_screen","canvas-keyboard-response","72","3313754","0.0-11.0-1.30","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","257","30","85","33","33","",""
"3538","2","rating","canvas-keyboard-response","73","3317301","0.0-11.0-0.31","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","38","57","30","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","74","3317560","0.0-11.0-1.31","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","38","57","30","10","33","",""
"2852","3","rating","canvas-keyboard-response","75","3320422","0.0-11.0-0.32","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","109","140","113","10","40","1",""
"null","null","clear_screen","canvas-keyboard-response","76","3320680","0.0-11.0-1.32","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","109","140","113","10","40","",""
"2852","6","rating","canvas-keyboard-response","77","3323542","0.0-11.0-0.33","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","292","30","85","40","40","1",""
"null","null","clear_screen","canvas-keyboard-response","78","3323800","0.0-11.0-1.33","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","292","30","85","40","40","",""
"3180","2","rating","canvas-keyboard-response","79","3326990","0.0-11.0-0.34","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","128","30","113","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","80","3327248","0.0-11.0-1.34","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","128","30","113","17","40","",""
"2132","8","rating","canvas-keyboard-response","81","3329390","0.0-11.0-0.35","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","290","140","140","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","82","3329648","0.0-11.0-1.35","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","290","140","140","33","40","",""
"6194","5","rating","canvas-keyboard-response","83","3335853","0.0-11.0-0.36","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","247","140","57","25","33","0",""
"null","null","clear_screen","canvas-keyboard-response","84","3336112","0.0-11.0-1.36","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","247","140","57","25","33","",""
"3227","7","rating","canvas-keyboard-response","85","3339350","0.0-11.0-0.37","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","148","85","113","17","17","1",""
"null","null","clear_screen","canvas-keyboard-response","86","3339607","0.0-11.0-1.37","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","148","85","113","17","17","",""
"2353","2","rating","canvas-keyboard-response","87","3341973","0.0-11.0-0.38","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","12","30","85","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","88","3342231","0.0-11.0-1.38","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","12","30","85","10","25","",""
"2292","3","rating","canvas-keyboard-response","89","3344533","0.0-11.0-0.39","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","143","57","30","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","90","3344792","0.0-11.0-1.39","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","143","57","30","17","40","",""
"2204","5","rating","canvas-keyboard-response","91","3347007","0.0-11.0-0.40","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","125","30","30","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","92","3347268","0.0-11.0-1.40","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","125","30","30","17","40","",""
"1165","6","rating","canvas-keyboard-response","93","3348446","0.0-11.0-0.41","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","158","85","113","17","33","0",""
"null","null","clear_screen","canvas-keyboard-response","94","3348705","0.0-11.0-1.41","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","158","85","113","17","33","",""
"2866","4","rating","canvas-keyboard-response","95","3351582","0.0-11.0-0.42","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","149","85","140","17","17","0",""
"null","null","clear_screen","canvas-keyboard-response","96","3351846","0.0-11.0-1.42","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","149","85","140","17","17","",""
"3189","2","rating","canvas-keyboard-response","97","3355046","0.0-11.0-0.43","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","50","85","30","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","98","3355304","0.0-11.0-1.43","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","50","85","30","10","17","",""
"1515","3","rating","canvas-keyboard-response","99","3356830","0.0-11.0-0.44","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","164","85","140","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","100","3357088","0.0-11.0-1.44","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","164","85","140","17","40","",""
"2587","3","rating","canvas-keyboard-response","101","3359686","0.0-11.0-0.45","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","204","30","140","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","102","3359945","0.0-11.0-1.45","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","204","30","140","25","33","",""
"1842","2","rating","canvas-keyboard-response","103","3361798","0.0-11.0-0.46","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","121","30","57","17","33","0",""
"null","null","clear_screen","canvas-keyboard-response","104","3362056","0.0-11.0-1.46","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","121","30","57","17","33","",""
"2578","3","rating","canvas-keyboard-response","105","3364645","0.0-11.0-0.47","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","78","113","85","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","106","3364904","0.0-11.0-1.47","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","78","113","85","10","25","",""
"2435","4","rating","canvas-keyboard-response","107","3367350","0.0-11.0-0.48","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","74","113","113","10","17","0",""
"null","null","clear_screen","canvas-keyboard-response","108","3367608","0.0-11.0-1.48","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","74","113","113","10","17","",""
"4588","5","rating","canvas-keyboard-response","109","3372206","0.0-11.0-0.49","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","294","30","140","40","40","1",""
"null","null","clear_screen","canvas-keyboard-response","110","3372467","0.0-11.0-1.49","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","294","30","140","40","40","",""
"1640","6","rating","canvas-keyboard-response","111","3374118","0.0-11.0-0.50","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","4","30","140","10","10","1",""
"null","null","clear_screen","canvas-keyboard-response","112","3374376","0.0-11.0-1.50","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","4","30","140","10","10","",""
"2474","5","rating","canvas-keyboard-response","113","3376861","0.0-11.0-0.51","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","49","85","140","10","10","0",""
"null","null","clear_screen","canvas-keyboard-response","114","3377119","0.0-11.0-1.51","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","49","85","140","10","10","",""
"4196","4","rating","canvas-keyboard-response","115","3381326","0.0-11.0-0.52","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","142","57","140","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","116","3381583","0.0-11.0-1.52","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","142","57","140","17","33","",""
"1972","2","rating","canvas-keyboard-response","117","3383565","0.0-11.0-0.53","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","20","30","30","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","118","3383823","0.0-11.0-1.53","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","20","30","30","10","40","",""
"2843","5","rating","canvas-keyboard-response","119","3386678","0.0-11.0-0.54","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","132","57","140","17","17","1",""
"null","null","clear_screen","canvas-keyboard-response","120","3386936","0.0-11.0-1.54","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","132","57","140","17","17","",""
"2140","4","rating","canvas-keyboard-response","121","3389086","0.0-11.0-0.55","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","229","85","140","25","33","0",""
"null","null","clear_screen","canvas-keyboard-response","122","3389344","0.0-11.0-1.55","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","229","85","140","25","33","",""
"1803","4","rating","canvas-keyboard-response","123","3391158","0.0-11.0-0.56","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","94","140","113","10","17","0",""
"null","null","clear_screen","canvas-keyboard-response","124","3391415","0.0-11.0-1.56","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","94","140","113","10","17","",""
"3284","5","rating","canvas-keyboard-response","125","3394709","0.0-11.0-0.57","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","54","85","140","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","126","3394968","0.0-11.0-1.57","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","54","85","140","10","17","",""
"2380","4","rating","canvas-keyboard-response","127","3397357","0.0-11.0-0.58","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","79","113","113","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","128","3397615","0.0-11.0-1.58","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","79","113","113","10","25","",""
"3396","4","rating","canvas-keyboard-response","129","3401023","0.0-11.0-0.59","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","180","113","140","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","130","3401284","0.0-11.0-1.59","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","180","113","140","17","40","",""
"2439","2","rating","canvas-keyboard-response","131","3403734","0.0-11.0-0.60","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","248","140","85","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","132","3403994","0.0-11.0-1.60","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","248","140","85","25","33","",""
"5192","5","rating","canvas-keyboard-response","133","3409198","0.0-11.0-0.61","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","131","57","113","17","17","0",""
"null","null","clear_screen","canvas-keyboard-response","134","3409457","0.0-11.0-1.61","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","131","57","113","17","17","",""
"2338","7","rating","canvas-keyboard-response","135","3411806","0.0-11.0-0.62","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","234","85","140","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","136","3412068","0.0-11.0-1.62","114","2022-3-30","13:41:2","0","19","[""Black or African-American""]","No","Male","3898167","","","","","","","","234","85","140","25","40","",""
