"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"3222","{""response"":""109""}","enter-sub-number","survey-html-form","0","3333","0.0-0.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","","","","","","",""
"","","","fullscreen","1","5818","0.0-1.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","true","","","","","","","","","","","","",""
"","","","preload","2","5865","0.0-2.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","true","false","[]","[]","[]","","","","","","","","",""
"14617","0","","html-button-response","3","20483","0.0-3.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","",""
"33521","","","instructions","4","54007","0.0-4.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","[{""page_index"":0,""viewing_time"":8960},{""page_index"":1,""viewing_time"":14426},{""page_index"":2,""viewing_time"":10134}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","5","70051","0.0-5.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","6","70818","0.0-6.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","","","","","","",""
"3878","","","instructions","7","74698","0.0-7.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","[{""page_index"":0,""viewing_time"":3878}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","8","90714","0.0-8.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","9","91477","0.0-9.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","","","","","","",""
"5756","","","instructions","10","97234","0.0-10.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","[{""page_index"":0,""viewing_time"":2940},{""page_index"":1,""viewing_time"":2815}]","","","","","","",""
"7925","5","rating","canvas-keyboard-response","11","106169","0.0-11.0-0.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","7","30","85","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","12","106428","0.0-11.0-1.0","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","7","30","85","10","17","",""
"3547","6","rating","canvas-keyboard-response","13","109985","0.0-11.0-0.1","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","26","57","113","10","10","0",""
"null","null","clear_screen","canvas-keyboard-response","14","110242","0.0-11.0-1.1","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","26","57","113","10","10","",""
"3264","6","rating","canvas-keyboard-response","15","113521","0.0-11.0-0.2","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","297","57","140","40","40","0",""
"null","null","clear_screen","canvas-keyboard-response","16","113780","0.0-11.0-1.2","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","297","57","140","40","40","",""
"3977","6","rating","canvas-keyboard-response","17","117770","0.0-11.0-0.3","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","198","30","113","25","25","0",""
"null","null","clear_screen","canvas-keyboard-response","18","118031","0.0-11.0-1.3","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","198","30","113","25","25","",""
"3827","4","rating","canvas-keyboard-response","19","121873","0.0-11.0-0.4","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","122","30","85","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","20","122134","0.0-11.0-1.4","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","122","30","85","17","33","",""
"2015","6","rating","canvas-keyboard-response","21","124161","0.0-11.0-0.5","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","262","30","85","33","40","0",""
"null","null","clear_screen","canvas-keyboard-response","22","124419","0.0-11.0-1.5","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","262","30","85","33","40","",""
"3800","9","rating","canvas-keyboard-response","23","128225","0.0-11.0-0.6","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","48","85","113","10","10","1",""
"null","null","clear_screen","canvas-keyboard-response","24","128485","0.0-11.0-1.6","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","48","85","113","10","10","",""
"1811","2","rating","canvas-keyboard-response","25","130312","0.0-11.0-0.7","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","102","140","57","10","33","1",""
"null","null","clear_screen","canvas-keyboard-response","26","130573","0.0-11.0-1.7","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","102","140","57","10","33","",""
"1963","7","rating","canvas-keyboard-response","27","132545","0.0-11.0-0.8","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","165","113","140","17","17","1",""
"null","null","clear_screen","canvas-keyboard-response","28","132803","0.0-11.0-1.8","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","165","113","140","17","17","",""
"6019","9","rating","canvas-keyboard-response","29","138833","0.0-11.0-0.9","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","29","57","57","10","17","0",""
"null","null","clear_screen","canvas-keyboard-response","30","139091","0.0-11.0-1.9","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","29","57","57","10","17","",""
"3458","3","rating","canvas-keyboard-response","31","142561","0.0-11.0-0.10","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","230","85","30","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","32","142821","0.0-11.0-1.10","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","230","85","30","25","40","",""
"2128","1","rating","canvas-keyboard-response","33","144959","0.0-11.0-0.11","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","47","57","140","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","34","145216","0.0-11.0-1.11","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","47","57","140","10","40","",""
"2714","5","rating","canvas-keyboard-response","35","147944","0.0-11.0-0.12","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","44","57","57","10","40","1",""
"null","null","clear_screen","canvas-keyboard-response","36","148203","0.0-11.0-1.12","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","44","57","57","10","40","",""
"3117","5","rating","canvas-keyboard-response","37","151329","0.0-11.0-0.13","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","10","30","30","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","38","151587","0.0-11.0-1.13","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","10","30","30","10","25","",""
"4130","6","rating","canvas-keyboard-response","39","155729","0.0-11.0-0.14","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","1","30","57","10","10","0",""
"null","null","clear_screen","canvas-keyboard-response","40","155991","0.0-11.0-1.14","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","1","30","57","10","10","",""
"1618","7","rating","canvas-keyboard-response","41","157617","0.0-11.0-0.15","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","184","140","113","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","42","157876","0.0-11.0-1.15","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","184","140","113","17","25","",""
"1418","7","rating","canvas-keyboard-response","43","159304","0.0-11.0-0.16","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","298","85","113","40","40","1",""
"null","null","clear_screen","canvas-keyboard-response","44","159563","0.0-11.0-1.16","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","298","85","113","40","40","",""
"1396","5","rating","canvas-keyboard-response","45","160969","0.0-11.0-0.17","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","104","140","113","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","46","161231","0.0-11.0-1.17","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","104","140","113","10","33","",""
"2185","5","rating","canvas-keyboard-response","47","163425","0.0-11.0-0.18","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","292","30","85","40","40","0",""
"null","null","clear_screen","canvas-keyboard-response","48","163682","0.0-11.0-1.18","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","292","30","85","40","40","",""
"5580","5","rating","canvas-keyboard-response","49","169272","0.0-11.0-0.19","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","287","140","57","33","40","0",""
"null","null","clear_screen","canvas-keyboard-response","50","169532","0.0-11.0-1.19","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","287","140","57","33","40","",""
"1864","3","rating","canvas-keyboard-response","51","171409","0.0-11.0-0.20","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","159","85","140","17","33","0",""
"null","null","clear_screen","canvas-keyboard-response","52","171670","0.0-11.0-1.20","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","159","85","140","17","33","",""
"3141","4","rating","canvas-keyboard-response","53","174826","0.0-11.0-0.21","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","158","85","113","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","54","175086","0.0-11.0-1.21","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","158","85","113","17","33","",""
"3323","8","rating","canvas-keyboard-response","55","178424","0.0-11.0-0.22","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","169","113","113","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","56","178685","0.0-11.0-1.22","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","169","113","113","17","25","",""
"2111","6","rating","canvas-keyboard-response","57","180810","0.0-11.0-0.23","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","51","85","57","10","17","0",""
"null","null","clear_screen","canvas-keyboard-response","58","181068","0.0-11.0-1.23","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","51","85","57","10","17","",""
"3478","4","rating","canvas-keyboard-response","59","184561","0.0-11.0-0.24","109","2022-3-25","15:49:28","1","19","[""White""]","No","Female","1107775","","","","","","","","275","85","30","33","40","0",""
