"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"51746","{""response"":""106""}","enter-sub-number","survey-html-form","0","51756","0.0-0.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","","","","","","","","","","","","","",""
"","","","fullscreen","1","55391","0.0-1.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","true","","","","","","","","","","","","",""
"","","","preload","2","55407","0.0-2.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","true","false","[]","[]","[]","","","","","","","","",""
"13655","0","","html-button-response","3","69065","0.0-3.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","","","","","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","",""
"16487","","","instructions","4","85559","0.0-4.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","","","","","","","[{""page_index"":0,""viewing_time"":4728},{""page_index"":1,""viewing_time"":3839},{""page_index"":2,""viewing_time"":7920}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","5","101577","0.0-5.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","6","102345","0.0-6.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","","","","","","","","","","","","","",""
"2684","","","instructions","7","105031","0.0-7.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","","","","","","","[{""page_index"":0,""viewing_time"":2684}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","8","121044","0.0-8.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","9","121808","0.0-9.0","106","2022-3-23","15:34:24","1","20","[""White""]","No","Female","1075205","","","","","","","","","","","","","",""
