"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"55898","{""response"":""111""}","enter-sub-number","survey-html-form","0","55911","0.0-0.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","","","","","","",""
"","","","fullscreen","1","57766","0.0-1.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","true","","","","","","","","","","","","",""
"","","","preload","2","57783","0.0-2.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","true","false","[]","[]","[]","","","","","","","","",""
"100559","0","","html-button-response","3","158344","0.0-3.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","",""
"37931","","","instructions","4","196277","0.0-4.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","[{""page_index"":0,""viewing_time"":12771},{""page_index"":1,""viewing_time"":14359},{""page_index"":2,""viewing_time"":10800}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","5","212290","0.0-5.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","6","213053","0.0-6.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","","","","","","",""
"2111","","","instructions","7","215167","0.0-7.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","[{""page_index"":0,""viewing_time"":2111}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","8","231182","0.0-8.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","9","231946","0.0-9.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","","","","","","",""
"11425","","","instructions","10","243373","0.0-10.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","[{""page_index"":0,""viewing_time"":5993},{""page_index"":1,""viewing_time"":5432}]","","","","","","",""
"4907","6","rating","canvas-keyboard-response","11","249294","0.0-11.0-0.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","87","113","57","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","12","249550","0.0-11.0-1.0","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","87","113","57","10","40","",""
"4969","5","rating","canvas-keyboard-response","13","254532","0.0-11.0-0.1","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","59","85","140","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","14","254790","0.0-11.0-1.1","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","59","85","140","10","25","",""
"3544","8","rating","canvas-keyboard-response","15","258351","0.0-11.0-0.2","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","300","113","140","40","40","1",""
"null","null","clear_screen","canvas-keyboard-response","16","258610","0.0-11.0-1.2","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","300","113","140","40","40","",""
"4590","4","rating","canvas-keyboard-response","17","263214","0.0-11.0-0.3","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","50","85","30","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","18","263475","0.0-11.0-1.3","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","50","85","30","10","17","",""
"4884","6","rating","canvas-keyboard-response","19","268373","0.0-11.0-0.4","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","207","30","85","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","20","268635","0.0-11.0-1.4","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","207","30","85","25","40","",""
"4438","6","rating","canvas-keyboard-response","21","273086","0.0-11.0-0.5","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","11","30","57","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","22","273343","0.0-11.0-1.5","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","11","30","57","10","25","",""
"5672","4","rating","canvas-keyboard-response","23","279022","0.0-11.0-0.6","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","132","57","140","17","17","0",""
"null","null","clear_screen","canvas-keyboard-response","24","279281","0.0-11.0-1.6","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","132","57","140","17","17","",""
"4980","4","rating","canvas-keyboard-response","25","284277","0.0-11.0-0.7","111","2022-3-30","13:18:48","0","21","[""White""]","No","Female","1383551","","","","","","","","287","140","57","33","40","0",""
