"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"null","null","clear_screen","canvas-keyboard-response","30","4040932","0.0-11.0-1.9","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","288","140","85","33","40","",""
"1415","1","rating","canvas-keyboard-response","31","4042362","0.0-11.0-0.10","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","91","140","30","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","32","4042621","0.0-11.0-1.10","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","91","140","30","10","17","",""
"1028","1","rating","canvas-keyboard-response","33","4043656","0.0-11.0-0.11","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","229","85","140","25","33","0",""
"null","null","clear_screen","canvas-keyboard-response","34","4043916","0.0-11.0-1.11","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","229","85","140","25","33","",""
"2320","6","rating","canvas-keyboard-response","35","4046249","0.0-11.0-0.12","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","152","85","85","17","25","1",""
"null","null","clear_screen","canvas-keyboard-response","36","4046507","0.0-11.0-1.12","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","152","85","85","17","25","",""
"1419","6","rating","canvas-keyboard-response","37","4047937","0.0-11.0-0.13","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","162","85","85","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","38","4048194","0.0-11.0-1.13","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","162","85","85","17","40","",""
"4867","5","rating","canvas-keyboard-response","39","4053072","0.0-11.0-0.14","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","206","30","57","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","40","4053334","0.0-11.0-1.14","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","206","30","57","25","40","",""
"1445","1","rating","canvas-keyboard-response","41","4054792","0.0-11.0-0.15","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","259","30","140","33","33","1",""
"null","null","clear_screen","canvas-keyboard-response","42","4055053","0.0-11.0-1.15","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","259","30","140","33","33","",""
"3104","1","rating","canvas-keyboard-response","43","4058169","0.0-11.0-0.16","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","82","113","57","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","44","4058428","0.0-11.0-1.16","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","82","113","57","10","33","",""
"3619","5","rating","canvas-keyboard-response","45","4062056","0.0-11.0-0.17","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","216","57","113","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","46","4062318","0.0-11.0-1.17","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","216","57","113","25","33","",""
"1260","1","rating","canvas-keyboard-response","47","4063594","0.0-11.0-0.18","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","17","30","85","10","33","1",""
"null","null","clear_screen","canvas-keyboard-response","48","4063859","0.0-11.0-1.18","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","17","30","85","10","33","",""
"963","1","rating","canvas-keyboard-response","49","4064833","0.0-11.0-0.19","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","211","57","113","25","25","0",""
"null","null","clear_screen","canvas-keyboard-response","50","4065092","0.0-11.0-1.19","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","211","57","113","25","25","",""
"2779","6","rating","canvas-keyboard-response","51","4067881","0.0-11.0-0.20","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","57","85","85","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","52","4068143","0.0-11.0-1.20","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","57","85","85","10","25","",""
"9428","2","rating","canvas-keyboard-response","53","4077586","0.0-11.0-0.21","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","143","57","30","17","40","1",""
"null","null","clear_screen","canvas-keyboard-response","54","4077847","0.0-11.0-1.21","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","143","57","30","17","40","",""
"1919","6","rating","canvas-keyboard-response","55","4079778","0.0-11.0-0.22","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","130","57","85","17","17","1",""
"null","null","clear_screen","canvas-keyboard-response","56","4080034","0.0-11.0-1.22","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","130","57","85","17","17","",""
"5528","4","rating","canvas-keyboard-response","57","4085578","0.0-11.0-0.23","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","121","30","57","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","58","4085839","0.0-11.0-1.23","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","121","30","57","17","33","",""
"2093","3","rating","canvas-keyboard-response","59","4087945","0.0-11.0-0.24","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","63","85","113","10","33","1",""
"null","null","clear_screen","canvas-keyboard-response","60","4088204","0.0-11.0-1.24","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","63","85","113","10","33","",""
"2970","6","rating","canvas-keyboard-response","61","4091185","0.0-11.0-0.25","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","289","140","113","33","40","0",""
"null","null","clear_screen","canvas-keyboard-response","62","4091444","0.0-11.0-1.25","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","289","140","113","33","40","",""
"1946","6","rating","canvas-keyboard-response","63","4093401","0.0-11.0-0.26","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","56","85","57","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","64","4093661","0.0-11.0-1.26","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","56","85","57","10","25","",""
"2608","5","rating","canvas-keyboard-response","65","4096281","0.0-11.0-0.27","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","148","85","113","17","17","1",""
"null","null","clear_screen","canvas-keyboard-response","66","4096540","0.0-11.0-1.27","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","148","85","113","17","17","",""
"1683","3","rating","canvas-keyboard-response","67","4098233","0.0-11.0-0.28","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","46","57","113","10","40","1",""
"null","null","clear_screen","canvas-keyboard-response","68","4098495","0.0-11.0-1.28","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","46","57","113","10","40","",""
"5048","1","rating","canvas-keyboard-response","69","4103553","0.0-11.0-0.29","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","31","57","113","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","70","4103814","0.0-11.0-1.29","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","31","57","113","10","17","",""
"843","1","rating","canvas-keyboard-response","71","4104673","0.0-11.0-0.30","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","225","85","30","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","72","4104931","0.0-11.0-1.30","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","225","85","30","25","33","",""
"3328","9","rating","canvas-keyboard-response","73","4108272","0.0-11.0-0.31","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","269","57","57","33","40","0",""
"null","null","clear_screen","canvas-keyboard-response","74","4108534","0.0-11.0-1.31","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","269","57","57","33","40","",""
"998","1","rating","canvas-keyboard-response","75","4109544","0.0-11.0-0.32","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","20","30","30","10","40","1",""
"null","null","clear_screen","canvas-keyboard-response","76","4109805","0.0-11.0-1.32","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","20","30","30","10","40","",""
"2028","7","rating","canvas-keyboard-response","77","4111849","0.0-11.0-0.33","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","249","140","113","25","33","0",""
"null","null","clear_screen","canvas-keyboard-response","78","4112110","0.0-11.0-1.33","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","249","140","113","25","33","",""
"1373","5","rating","canvas-keyboard-response","79","4113496","0.0-11.0-0.34","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","238","113","85","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","80","4113756","0.0-11.0-1.34","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","238","113","85","25","33","",""
"3955","1","rating","canvas-keyboard-response","81","4117720","0.0-11.0-0.35","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","294","30","140","40","40","0",""
"null","null","clear_screen","canvas-keyboard-response","82","4117979","0.0-11.0-1.35","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","294","30","140","40","40","",""
"2411","3","rating","canvas-keyboard-response","83","4120401","0.0-11.0-0.36","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","45","57","85","10","40","1",""
"null","null","clear_screen","canvas-keyboard-response","84","4120660","0.0-11.0-1.36","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","45","57","85","10","40","",""
"1143","1","rating","canvas-keyboard-response","85","4121816","0.0-11.0-0.37","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","49","85","140","10","10","1",""
"null","null","clear_screen","canvas-keyboard-response","86","4122078","0.0-11.0-1.37","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","49","85","140","10","10","",""
"1836","5","rating","canvas-keyboard-response","87","4123928","0.0-11.0-0.38","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","25","57","85","10","10","1",""
"null","null","clear_screen","canvas-keyboard-response","88","4124187","0.0-11.0-1.38","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","25","57","85","10","10","",""
"2256","4","rating","canvas-keyboard-response","89","4126456","0.0-11.0-0.39","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","103","140","85","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","90","4126717","0.0-11.0-1.39","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","103","140","85","10","33","",""
"3590","4","rating","canvas-keyboard-response","91","4130321","0.0-11.0-0.40","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","161","85","57","17","40","1",""
"null","null","clear_screen","canvas-keyboard-response","92","4130580","0.0-11.0-1.40","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","161","85","57","17","40","",""
"1039","1","rating","canvas-keyboard-response","93","4131633","0.0-11.0-0.41","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","106","140","30","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","94","4131895","0.0-11.0-1.41","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","106","140","30","10","40","",""
"2604","7","rating","canvas-keyboard-response","95","4134513","0.0-11.0-0.42","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","149","85","140","17","17","0",""
"null","null","clear_screen","canvas-keyboard-response","96","4134775","0.0-11.0-1.42","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","149","85","140","17","17","",""
"2079","3","rating","canvas-keyboard-response","97","4136865","0.0-11.0-0.43","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","73","113","85","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","98","4137125","0.0-11.0-1.43","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","73","113","85","10","17","",""
"2223","4","rating","canvas-keyboard-response","99","4139361","0.0-11.0-0.44","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","52","85","85","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","100","4139622","0.0-11.0-1.44","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","52","85","85","10","17","",""
"3735","1","rating","canvas-keyboard-response","101","4143369","0.0-11.0-0.45","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","51","85","57","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","102","4143626","0.0-11.0-1.45","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","51","85","57","10","17","",""
"2176","4","rating","canvas-keyboard-response","103","4145818","0.0-11.0-0.46","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","135","57","85","17","25","1",""
"null","null","clear_screen","canvas-keyboard-response","104","4146078","0.0-11.0-1.46","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","135","57","85","17","25","",""
"857","1","rating","canvas-keyboard-response","105","4146945","0.0-11.0-0.47","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","96","140","30","10","25","1",""
"119","1","clear_screen","canvas-keyboard-response","106","4147073","0.0-11.0-1.47","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","96","140","30","10","25","",""
"2087","8","rating","canvas-keyboard-response","107","4149169","0.0-11.0-0.48","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","232","85","85","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","108","4149430","0.0-11.0-1.48","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","232","85","85","25","40","",""
"1861","8","rating","canvas-keyboard-response","109","4151305","0.0-11.0-0.49","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","95","140","140","10","17","0",""
"null","null","clear_screen","canvas-keyboard-response","110","4151566","0.0-11.0-1.49","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","95","140","140","10","17","",""
"1904","6","rating","canvas-keyboard-response","111","4153481","0.0-11.0-0.50","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","285","113","140","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","112","4153742","0.0-11.0-1.50","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","285","113","140","33","40","",""
"2689","2","rating","canvas-keyboard-response","113","4156440","0.0-11.0-0.51","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","118","30","113","17","25","1",""
"null","null","clear_screen","canvas-keyboard-response","114","4156700","0.0-11.0-1.51","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","118","30","113","17","25","",""
"3954","1","rating","canvas-keyboard-response","115","4160665","0.0-11.0-0.52","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","35","57","85","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","116","4160926","0.0-11.0-1.52","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","35","57","85","10","25","",""
"4557","6","rating","canvas-keyboard-response","117","4165497","0.0-11.0-0.53","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","79","113","113","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","118","4165755","0.0-11.0-1.53","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","79","113","113","10","25","",""
"1872","7","rating","canvas-keyboard-response","119","4167640","0.0-11.0-0.54","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","70","113","140","10","10","1",""
"null","null","clear_screen","canvas-keyboard-response","120","4167899","0.0-11.0-1.54","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","70","113","140","10","10","",""
"2239","1","rating","canvas-keyboard-response","121","4170154","0.0-11.0-0.55","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","22","30","85","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","122","4170413","0.0-11.0-1.55","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","22","30","85","10","40","",""
"1582","1","rating","canvas-keyboard-response","123","4172008","0.0-11.0-0.56","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","154","85","140","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","124","4172268","0.0-11.0-1.56","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","154","85","140","17","25","",""
"3562","1","rating","canvas-keyboard-response","125","4175841","0.0-11.0-0.57","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","248","140","85","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","126","4176102","0.0-11.0-1.57","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","248","140","85","25","33","",""
"1912","7","rating","canvas-keyboard-response","127","4178025","0.0-11.0-0.58","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","207","30","85","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","128","4178286","0.0-11.0-1.58","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","207","30","85","25","40","",""
"1882","1","rating","canvas-keyboard-response","129","4180177","0.0-11.0-0.59","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","97","140","57","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","130","4180439","0.0-11.0-1.59","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","97","140","57","10","25","",""
"11760","7","rating","canvas-keyboard-response","131","4192209","0.0-11.0-0.60","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","27","57","140","10","10","0",""
"null","null","clear_screen","canvas-keyboard-response","132","4192468","0.0-11.0-1.60","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","27","57","140","10","10","",""
"4728","1","rating","canvas-keyboard-response","133","4197209","0.0-11.0-0.61","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","264","30","140","33","40","0",""
"null","null","clear_screen","canvas-keyboard-response","134","4197466","0.0-11.0-1.61","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","264","30","140","33","40","",""
"1234","5","rating","canvas-keyboard-response","135","4198713","0.0-11.0-0.62","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","120","30","30","17","33","0",""
"null","null","clear_screen","canvas-keyboard-response","136","4198971","0.0-11.0-1.62","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","120","30","30","17","33","",""
"1623","2","rating","canvas-keyboard-response","137","4200609","0.0-11.0-0.63","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","123","30","113","17","33","0",""
"null","null","clear_screen","canvas-keyboard-response","138","4200872","0.0-11.0-1.63","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","123","30","113","17","33","",""
"1440","2","rating","canvas-keyboard-response","139","4202329","0.0-11.0-0.64","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","41","57","113","10","33","1",""
"null","null","clear_screen","canvas-keyboard-response","140","4202588","0.0-11.0-1.64","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","41","57","113","10","33","",""
"1078","1","rating","canvas-keyboard-response","141","4203682","0.0-11.0-0.65","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","187","140","57","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","142","4203940","0.0-11.0-1.65","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","187","140","57","17","33","",""
"2314","4","rating","canvas-keyboard-response","143","4206265","0.0-11.0-0.66","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","117","30","85","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","144","4206527","0.0-11.0-1.66","117","2022-4-4","10:45:58","1","19","[""White""]","No","Female","4805897","","","","","","","","117","30","85","17","25","",""
