"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"6139","{""response"":""112""}","enter-sub-number","survey-html-form","0","6149","0.0-0.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","","","","","","",""
"","","","fullscreen","1","8767","0.0-1.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","true","","","","","","","","","","","","",""
"","","","preload","2","8783","0.0-2.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","true","false","[]","[]","[]","","","","","","","","",""
"3230","0","","html-button-response","3","12017","0.0-3.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","",""
"5314","","","instructions","4","17335","0.0-4.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","[{""page_index"":0,""viewing_time"":1096},{""page_index"":1,""viewing_time"":2409},{""page_index"":2,""viewing_time"":1808}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","5","33354","0.0-5.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","6","34116","0.0-6.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","","","","","","",""
"2072","","","instructions","7","36191","0.0-7.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","[{""page_index"":0,""viewing_time"":2072}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","8","52206","0.0-8.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","9","52969","0.0-9.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","","","","","","",""
"4451","","","instructions","10","57422","0.0-10.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","[{""page_index"":0,""viewing_time"":2468},{""page_index"":1,""viewing_time"":1983}]","","","","","","",""
"25283","9","rating","canvas-keyboard-response","11","83720","0.0-11.0-0.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","104","140","113","10","33","0",""
"211","9","clear_screen","canvas-keyboard-response","12","83941","0.0-11.0-1.0","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","104","140","113","10","33","",""
"13974","7","rating","canvas-keyboard-response","13","97927","0.0-11.0-0.1","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","121","30","57","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","14","98186","0.0-11.0-1.1","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","121","30","57","17","33","",""
"2346","5","rating","canvas-keyboard-response","15","100543","0.0-11.0-0.2","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","226","85","57","25","33","0",""
"null","null","clear_screen","canvas-keyboard-response","16","100802","0.0-11.0-1.2","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","226","85","57","25","33","",""
"2269","1","rating","canvas-keyboard-response","17","103086","0.0-11.0-0.3","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","186","140","30","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","18","103347","0.0-11.0-1.3","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","186","140","30","17","33","",""
"2088","1","rating","canvas-keyboard-response","19","105447","0.0-11.0-0.4","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","286","140","30","33","40","0",""
"null","null","clear_screen","canvas-keyboard-response","20","105709","0.0-11.0-1.4","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","286","140","30","33","40","",""
"1791","9","rating","canvas-keyboard-response","21","107511","0.0-11.0-0.5","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","6","30","57","10","17","0",""
"null","null","clear_screen","canvas-keyboard-response","22","107771","0.0-11.0-1.5","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","6","30","57","10","17","",""
"2991","1","rating","canvas-keyboard-response","23","110775","0.0-11.0-0.6","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","99","140","113","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","24","111034","0.0-11.0-1.6","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","99","140","113","10","25","",""
"2977","5","rating","canvas-keyboard-response","25","114023","0.0-11.0-0.7","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","232","85","85","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","26","114283","0.0-11.0-1.7","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","232","85","85","25","40","",""
"3648","5","rating","canvas-keyboard-response","27","117943","0.0-11.0-0.8","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","3","30","113","10","10","0",""
"null","null","clear_screen","canvas-keyboard-response","28","118202","0.0-11.0-1.8","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","3","30","113","10","10","",""
"1334","1","rating","canvas-keyboard-response","29","119551","0.0-11.0-0.9","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","240","113","140","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","30","119813","0.0-11.0-1.9","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","240","113","140","25","33","",""
"1763","4","rating","canvas-keyboard-response","31","121590","0.0-11.0-0.10","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","136","57","113","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","32","121849","0.0-11.0-1.10","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","136","57","113","17","25","",""
"1282","5","rating","canvas-keyboard-response","33","123142","0.0-11.0-0.11","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","168","113","85","17","25","1",""
"null","null","clear_screen","canvas-keyboard-response","34","123405","0.0-11.0-1.11","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","168","113","85","17","25","",""
"670","5","rating","canvas-keyboard-response","35","124087","0.0-11.0-0.12","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","173","113","85","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","36","124346","0.0-11.0-1.12","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","173","113","85","17","33","",""
"2094","9","rating","canvas-keyboard-response","37","126455","0.0-11.0-0.13","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","28","57","30","10","17","0",""
"null","null","clear_screen","canvas-keyboard-response","38","126715","0.0-11.0-1.13","112","2022-3-30","14:20:47","1","22","[""White""]","No","Female","716239","","","","","","","","28","57","30","10","17","",""
