"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"2221","{""response"":""113""}","enter-sub-number","survey-html-form","0","2246","0.0-0.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","","","","","","",""
"","","","fullscreen","1","4104","0.0-1.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","true","","","","","","","","","","","","",""
"","","","preload","2","4135","0.0-2.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","true","false","[]","[]","[]","","","","","","","","",""
"3030243","0","","html-button-response","3","3034380","0.0-3.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","",""
"65804","","","instructions","4","3100187","0.0-4.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","[{""page_index"":0,""viewing_time"":9202},{""page_index"":1,""viewing_time"":31672},{""page_index"":2,""viewing_time"":4673},{""page_index"":1,""viewing_time"":5104},{""page_index"":0,""viewing_time"":4160},{""page_index"":1,""viewing_time"":3312},{""page_index"":2,""viewing_time"":7681}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","5","3116202","0.0-5.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","6","3116964","0.0-6.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","","","","","","",""
"4638","","","instructions","7","3121603","0.0-7.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","[{""page_index"":0,""viewing_time"":4638}]","","","","","","",""
"null","null","presentPop","canvas-keyboard-response","8","3137616","0.0-8.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","","","","","","",""
"null","null","clear_screen","canvas-keyboard-response","9","3138376","0.0-9.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","","","","","","",""
"17561","","","instructions","10","3155939","0.0-10.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","[{""page_index"":0,""viewing_time"":3984},{""page_index"":1,""viewing_time"":13577}]","","","","","","",""
"8143","8","rating","canvas-keyboard-response","11","3165096","0.0-11.0-0.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","105","140","140","10","33","1",""
"null","null","clear_screen","canvas-keyboard-response","12","3165356","0.0-11.0-1.0","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","105","140","140","10","33","",""
"11313","6","rating","canvas-keyboard-response","13","3176680","0.0-11.0-0.1","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","236","113","30","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","14","3176940","0.0-11.0-1.1","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","236","113","30","25","33","",""
"8389","5","rating","canvas-keyboard-response","15","3185345","0.0-11.0-0.2","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","3","30","113","10","10","1",""
"null","null","clear_screen","canvas-keyboard-response","16","3185604","0.0-11.0-1.2","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","3","30","113","10","10","",""
"5105","2","rating","canvas-keyboard-response","17","3190721","0.0-11.0-0.3","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","86","113","30","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","18","3190981","0.0-11.0-1.3","113","2022-3-30","13:40:39","0","18","[""White""]","No","Female","4222398","","","","","","","","86","113","30","10","40","",""
