"rt","response","trialType","trial_type","trial_index","time_elapsed","internal_node_id","sub_n","date","time","leftRight","age","race","ethnicity","gender","exp_duration","success","timeout","failed_images","failed_audio","failed_video","stimulus","view_history","trialID","radius_a","radius_b","angle_a","angle_b","lrCond","question_order"
"8592","","","instructions","10","95573","0.0-10.0","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","[{""page_index"":0,""viewing_time"":5952},{""page_index"":1,""viewing_time"":2640}]","","","","","","",""
"9983","3","rating","canvas-keyboard-response","11","106574","0.0-11.0-0.0","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","160","85","30","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","12","106836","0.0-11.0-1.0","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","160","85","30","17","40","",""
"4775","8","rating","canvas-keyboard-response","13","111622","0.0-11.0-0.1","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","196","30","57","25","25","0",""
"null","null","clear_screen","canvas-keyboard-response","14","111884","0.0-11.0-1.1","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","196","30","57","25","25","",""
"4767","8","rating","canvas-keyboard-response","15","116662","0.0-11.0-0.2","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","232","85","85","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","16","116919","0.0-11.0-1.2","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","232","85","85","25","40","",""
"5296","3","rating","canvas-keyboard-response","17","122230","0.0-11.0-0.3","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","176","113","30","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","18","122489","0.0-11.0-1.3","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","176","113","30","17","40","",""
"2529","5","rating","canvas-keyboard-response","19","125029","0.0-11.0-0.4","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","154","85","140","17","25","1",""
"null","null","clear_screen","canvas-keyboard-response","20","125289","0.0-11.0-1.4","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","154","85","140","17","25","",""
"5301","1","rating","canvas-keyboard-response","21","130606","0.0-11.0-0.5","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","251","140","30","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","22","130868","0.0-11.0-1.5","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","251","140","30","25","40","",""
"2550","7","rating","canvas-keyboard-response","23","133429","0.0-11.0-0.6","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","238","113","85","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","24","133689","0.0-11.0-1.6","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","238","113","85","25","33","",""
"1662","5","rating","canvas-keyboard-response","25","135365","0.0-11.0-0.7","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","46","57","113","10","40","1",""
"null","null","clear_screen","canvas-keyboard-response","26","135625","0.0-11.0-1.7","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","46","57","113","10","40","",""
"3610","5","rating","canvas-keyboard-response","27","139246","0.0-11.0-0.8","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","272","57","140","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","28","139505","0.0-11.0-1.8","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","272","57","140","33","40","",""
"2920","3","rating","canvas-keyboard-response","29","142437","0.0-11.0-0.9","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","66","85","57","10","40","0",""
"null","null","clear_screen","canvas-keyboard-response","30","142695","0.0-11.0-1.9","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","66","85","57","10","40","",""
"2321","7","rating","canvas-keyboard-response","31","145030","0.0-11.0-0.10","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","151","85","57","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","32","145292","0.0-11.0-1.10","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","151","85","57","17","25","",""
"3237","6","rating","canvas-keyboard-response","33","148542","0.0-11.0-0.11","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","68","85","113","10","40","1",""
"null","null","clear_screen","canvas-keyboard-response","34","148805","0.0-11.0-1.11","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","68","85","113","10","40","",""
"2051","4","rating","canvas-keyboard-response","35","150869","0.0-11.0-0.12","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","208","30","113","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","36","151127","0.0-11.0-1.12","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","208","30","113","25","40","",""
"2867","7","rating","canvas-keyboard-response","37","154004","0.0-11.0-0.13","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","130","57","85","17","17","0",""
"null","null","clear_screen","canvas-keyboard-response","38","154261","0.0-11.0-1.13","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","130","57","85","17","17","",""
"1786","8","rating","canvas-keyboard-response","39","156061","0.0-11.0-0.14","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","85","113","140","10","33","1",""
"null","null","clear_screen","canvas-keyboard-response","40","156323","0.0-11.0-1.14","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","85","113","140","10","33","",""
"2230","8","rating","canvas-keyboard-response","41","158565","0.0-11.0-0.15","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","249","140","113","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","42","158823","0.0-11.0-1.15","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","249","140","113","25","33","",""
"3860","5","rating","canvas-keyboard-response","43","162693","0.0-11.0-0.16","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","207","30","85","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","44","162951","0.0-11.0-1.16","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","207","30","85","25","40","",""
"7736","6","rating","canvas-keyboard-response","45","170701","0.0-11.0-0.17","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","12","30","85","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","46","170963","0.0-11.0-1.17","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","12","30","85","10","25","",""
"7256","7","rating","canvas-keyboard-response","47","178229","0.0-11.0-0.18","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","179","113","113","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","48","178488","0.0-11.0-1.18","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","179","113","113","17","40","",""
"3335","4","rating","canvas-keyboard-response","49","181838","0.0-11.0-0.19","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","103","140","85","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","50","182100","0.0-11.0-1.19","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","103","140","85","10","33","",""
"3901","7","rating","canvas-keyboard-response","51","186013","0.0-11.0-0.20","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","300","113","140","40","40","0",""
"null","null","clear_screen","canvas-keyboard-response","52","186272","0.0-11.0-1.20","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","300","113","140","40","40","",""
"2665","2","rating","canvas-keyboard-response","53","188949","0.0-11.0-0.21","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","145","57","85","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","54","189209","0.0-11.0-1.21","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","145","57","85","17","40","",""
"3206","8","rating","canvas-keyboard-response","55","192429","0.0-11.0-0.22","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","3","30","113","10","10","1",""
"null","null","clear_screen","canvas-keyboard-response","56","192689","0.0-11.0-1.22","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","3","30","113","10","10","",""
"2672","1","rating","canvas-keyboard-response","57","195374","0.0-11.0-0.23","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","287","140","57","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","58","195632","0.0-11.0-1.23","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","287","140","57","33","40","",""
"2491","9","rating","canvas-keyboard-response","59","198134","0.0-11.0-0.24","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","290","140","140","33","40","0",""
"null","null","clear_screen","canvas-keyboard-response","60","198393","0.0-11.0-1.24","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","290","140","140","33","40","",""
"2216","7","rating","canvas-keyboard-response","61","200621","0.0-11.0-0.25","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","202","30","85","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","62","200880","0.0-11.0-1.25","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","202","30","85","25","33","",""
"1642","2","rating","canvas-keyboard-response","63","202533","0.0-11.0-0.26","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","234","85","140","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","64","202795","0.0-11.0-1.26","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","234","85","140","25","40","",""
"1808","1","rating","canvas-keyboard-response","65","204614","0.0-11.0-0.27","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","14","30","140","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","66","204872","0.0-11.0-1.27","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","14","30","140","10","25","",""
"2627","6","rating","canvas-keyboard-response","67","207509","0.0-11.0-0.28","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","161","85","57","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","68","207768","0.0-11.0-1.28","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","161","85","57","17","40","",""
"1992","7","rating","canvas-keyboard-response","69","209773","0.0-11.0-0.29","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","240","113","140","25","33","1",""
"null","null","clear_screen","canvas-keyboard-response","70","210033","0.0-11.0-1.29","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","240","113","140","25","33","",""
"3455","7","rating","canvas-keyboard-response","71","213501","0.0-11.0-0.30","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","135","57","85","17","25","0",""
"null","null","clear_screen","canvas-keyboard-response","72","213765","0.0-11.0-1.30","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","135","57","85","17","25","",""
"6733","4","rating","canvas-keyboard-response","73","220509","0.0-11.0-0.31","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","180","113","140","17","40","1",""
"null","null","clear_screen","canvas-keyboard-response","74","220770","0.0-11.0-1.31","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","180","113","140","17","40","",""
"3317","8","rating","canvas-keyboard-response","75","224101","0.0-11.0-0.32","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","111","30","57","17","17","0",""
"null","null","clear_screen","canvas-keyboard-response","76","224364","0.0-11.0-1.32","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","111","30","57","17","17","",""
"2149","8","rating","canvas-keyboard-response","77","226525","0.0-11.0-0.33","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","285","113","140","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","78","226786","0.0-11.0-1.33","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","285","113","140","33","40","",""
"2028","5","rating","canvas-keyboard-response","79","228829","0.0-11.0-0.34","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","80","113","140","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","80","229092","0.0-11.0-1.34","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","80","113","140","10","25","",""
"1886","8","rating","canvas-keyboard-response","81","230989","0.0-11.0-0.35","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","75","113","140","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","82","231248","0.0-11.0-1.35","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","75","113","140","10","17","",""
"2954","2","rating","canvas-keyboard-response","83","234213","0.0-11.0-0.36","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","186","140","30","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","84","234474","0.0-11.0-1.36","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","186","140","30","17","33","",""
"3583","7","rating","canvas-keyboard-response","85","238069","0.0-11.0-0.37","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","263","30","113","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","86","238328","0.0-11.0-1.37","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","263","30","113","33","40","",""
"1643","5","rating","canvas-keyboard-response","87","239982","0.0-11.0-0.38","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","138","57","30","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","88","240241","0.0-11.0-1.38","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","138","57","30","17","33","",""
"16152","2","rating","canvas-keyboard-response","89","256406","0.0-11.0-0.39","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","143","57","30","17","40","1",""
"null","null","clear_screen","canvas-keyboard-response","90","256669","0.0-11.0-1.39","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","143","57","30","17","40","",""
"1733","8","rating","canvas-keyboard-response","91","258413","0.0-11.0-0.40","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","255","140","140","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","92","258672","0.0-11.0-1.40","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","255","140","140","25","40","",""
"1454","1","rating","canvas-keyboard-response","93","260142","0.0-11.0-0.41","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","199","30","140","25","25","0",""
"null","null","clear_screen","canvas-keyboard-response","94","260401","0.0-11.0-1.41","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","199","30","140","25","25","",""
"1886","6","rating","canvas-keyboard-response","95","262301","0.0-11.0-0.42","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","261","30","57","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","96","262560","0.0-11.0-1.42","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","261","30","57","33","40","",""
"1986","2","rating","canvas-keyboard-response","97","264558","0.0-11.0-0.43","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","30","57","85","10","17","1",""
"null","null","clear_screen","canvas-keyboard-response","98","264819","0.0-11.0-1.43","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","30","57","85","10","17","",""
"5819","7","rating","canvas-keyboard-response","99","270653","0.0-11.0-0.44","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","253","140","85","25","40","1",""
"null","null","clear_screen","canvas-keyboard-response","100","270912","0.0-11.0-1.44","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","253","140","85","25","40","",""
"11272","5","rating","canvas-keyboard-response","101","282197","0.0-11.0-0.45","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","77","113","57","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","102","282456","0.0-11.0-1.45","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","77","113","57","10","25","",""
"2698","8","rating","canvas-keyboard-response","103","285165","0.0-11.0-0.46","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","210","57","85","25","25","0",""
"null","null","clear_screen","canvas-keyboard-response","104","285425","0.0-11.0-1.46","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","210","57","85","25","25","",""
"2399","8","rating","canvas-keyboard-response","105","287837","0.0-11.0-0.47","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","229","85","140","25","33","0",""
"null","null","clear_screen","canvas-keyboard-response","106","288097","0.0-11.0-1.47","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","229","85","140","25","33","",""
"1482","8","rating","canvas-keyboard-response","107","289589","0.0-11.0-0.48","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","195","140","140","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","108","289851","0.0-11.0-1.48","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","195","140","140","17","40","",""
"2111","7","rating","canvas-keyboard-response","109","291973","0.0-11.0-0.49","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","273","85","113","33","33","0",""
"null","null","clear_screen","canvas-keyboard-response","110","292234","0.0-11.0-1.49","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","273","85","113","33","33","",""
"2416","9","rating","canvas-keyboard-response","111","294661","0.0-11.0-0.50","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","74","113","113","10","17","0",""
"null","null","clear_screen","canvas-keyboard-response","112","294921","0.0-11.0-1.50","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","74","113","113","10","17","",""
"1817","8","rating","canvas-keyboard-response","113","296750","0.0-11.0-0.51","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","235","113","140","25","25","0",""
"null","null","clear_screen","canvas-keyboard-response","114","297010","0.0-11.0-1.51","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","235","113","140","25","25","",""
"1433","7","rating","canvas-keyboard-response","115","298453","0.0-11.0-0.52","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","105","140","140","10","33","0",""
"null","null","clear_screen","canvas-keyboard-response","116","298715","0.0-11.0-1.52","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","105","140","140","10","33","",""
"3254","5","rating","canvas-keyboard-response","117","301981","0.0-11.0-0.53","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","212","57","140","25","25","0",""
"null","null","clear_screen","canvas-keyboard-response","118","302240","0.0-11.0-1.53","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","212","57","140","25","25","",""
"2138","6","rating","canvas-keyboard-response","119","304389","0.0-11.0-0.54","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","60","85","30","10","33","1",""
"null","null","clear_screen","canvas-keyboard-response","120","304648","0.0-11.0-1.54","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","60","85","30","10","33","",""
"2974","3","rating","canvas-keyboard-response","121","307637","0.0-11.0-0.55","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","242","113","57","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","122","307895","0.0-11.0-1.55","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","242","113","57","25","40","",""
"1402","2","rating","canvas-keyboard-response","123","309309","0.0-11.0-0.56","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","13","30","113","10","25","1",""
"null","null","clear_screen","canvas-keyboard-response","124","309567","0.0-11.0-1.56","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","13","30","113","10","25","",""
"1540","8","rating","canvas-keyboard-response","125","311118","0.0-11.0-0.57","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","244","113","113","25","40","0",""
"null","null","clear_screen","canvas-keyboard-response","126","311378","0.0-11.0-1.57","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","244","113","113","25","40","",""
"1423","2","rating","canvas-keyboard-response","127","312813","0.0-11.0-0.58","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","123","30","113","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","128","313072","0.0-11.0-1.58","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","123","30","113","17","33","",""
"1834","4","rating","canvas-keyboard-response","129","314917","0.0-11.0-0.59","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","146","57","113","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","130","315175","0.0-11.0-1.59","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","146","57","113","17","40","",""
"2604","6","rating","canvas-keyboard-response","131","317790","0.0-11.0-0.60","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","223","85","113","25","25","1",""
"null","null","clear_screen","canvas-keyboard-response","132","318049","0.0-11.0-1.60","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","223","85","113","25","25","",""
"2529","4","rating","canvas-keyboard-response","133","320589","0.0-11.0-0.61","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","281","113","30","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","134","320848","0.0-11.0-1.61","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","281","113","30","33","40","",""
"1415","2","rating","canvas-keyboard-response","135","322277","0.0-11.0-0.62","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","101","140","30","10","33","1",""
"null","null","clear_screen","canvas-keyboard-response","136","322537","0.0-11.0-1.62","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","101","140","30","10","33","",""
"2179","5","rating","canvas-keyboard-response","137","324727","0.0-11.0-0.63","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","175","113","140","17","33","0",""
"null","null","clear_screen","canvas-keyboard-response","138","324987","0.0-11.0-1.63","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","175","113","140","17","33","",""
"2751","3","rating","canvas-keyboard-response","139","327749","0.0-11.0-0.64","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","177","113","57","17","40","0",""
"null","null","clear_screen","canvas-keyboard-response","140","328010","0.0-11.0-1.64","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","177","113","57","17","40","",""
"4315","4","rating","canvas-keyboard-response","141","332342","0.0-11.0-0.65","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","275","85","30","33","40","1",""
"null","null","clear_screen","canvas-keyboard-response","142","332603","0.0-11.0-1.65","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","275","85","30","33","40","",""
"1615","3","rating","canvas-keyboard-response","143","334230","0.0-11.0-0.66","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","76","113","30","10","25","0",""
"null","null","clear_screen","canvas-keyboard-response","144","334488","0.0-11.0-1.66","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","76","113","30","10","25","",""
"2216","5","rating","canvas-keyboard-response","145","336718","0.0-11.0-0.67","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","140","57","85","17","33","1",""
"null","null","clear_screen","canvas-keyboard-response","146","336979","0.0-11.0-1.67","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","140","57","85","17","33","",""
"1248","1","rating","canvas-keyboard-response","147","338238","0.0-11.0-0.68","101","2022-3-10","15:5:4","1","19","[""White""]","No","Female","812530","","","","","","","","71","113","30","10","17","0",""
